,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,target
70,0,0.692308,0.611111,-0.502183,-0.846154,-0.698113,0.346405,-0.714286,0.166667,0.628571,0.0105263,0.196643,0.408805,-0.552632,-0.727273,-0.707317,-0.4,-0.2,1.0
71,0.0434783,1.0,0.888889,0.0742358,-0.494505,-0.660377,0.464052,-0.771429,0.333333,0.942857,0,0.314149,0.371069,-0.710526,-0.0909091,0.219512,-0.333333,0.133333,1.0
72,-0.173913,-0.538462,0.416667,-0.240175,-0.67033,-0.773585,-0.163399,-0.371429,-0.333333,-0.457143,-0.305263,-0.323741,-0.471698,-0.789474,-0.727273,0.121951,0.0666667,0.266667,1.0
73,-1.0,-0.692308,-0.638889,-0.938865,-0.846154,-0.849057,-0.816993,0.657143,-0.833333,-0.714286,-0.947368,-0.896882,-0.522013,-0.394737,-0.909091,-0.268293,-1.0,-0.8,1.0
74,-0.304348,-0.307692,0.361111,-0.624454,-0.692308,-0.660377,-0.490196,0.0285714,-0.666667,-0.228571,-0.578947,-0.630695,-0.320755,-0.657895,0,0.121951,-0.266667,0.2,4.0
75,0.217391,0.538462,0.75,-0.135371,-0.648352,-0.735849,0.0849673,-0.542857,-0.166667,0.257143,-0.157895,-0.0719424,0.27044,-0.763158,-0.545455,-0.756098,0,0.133333,1.0
76,-0.217391,-0.538462,0.194444,-0.423581,-0.714286,-0.773585,-0.215686,-0.314286,-0.333333,-0.542857,-0.294737,-0.374101,-0.459119,-0.657895,-1.0,-0.512195,-0.2,-0.133333,2.0
77,-0.434783,-0.461538,-0.388889,-0.68559,-0.67033,-0.811321,-0.503268,0.0857143,-0.666667,-0.571429,-0.631579,-0.64988,-0.194969,-0.394737,-0.818182,-0.853659,-0.733333,-0.733333,2.0
78,0.347826,0.461538,0.5,-0.0917031,-0.582418,-0.886792,0.254902,-0.714286,0.166667,0.228571,0.0210526,0.155875,0.371069,-0.552632,0,-0.804878,0.133333,-0.333333,3.0
79,-0.304348,-0.153846,-0.222222,-0.921397,-0.934066,-0.811321,-0.503268,0.0857143,-0.666667,-0.171429,-0.568421,-0.654676,0.00628931,-0.236842,-0.454545,-0.756098,-0.8,-0.933333,3.0
80,-0.391304,0,-0.138889,-0.519651,-0.582418,-0.849057,-0.490196,0.0285714,-0.666667,-0.2,-0.526316,-0.618705,0.00628931,-0.631579,-0.818182,-1.0,-0.333333,-0.4,3.0
81,0.130435,0.384615,0.444444,-0.135371,-0.604396,-0.886792,0.267974,-0.714286,0.166667,0.171429,0.0736842,0.167866,0.320755,-0.5,-0.545455,-0.463415,0,-0.466667,3.0
82,-0.0869565,-0.769231,-0.222222,-0.799127,-0.846154,-0.811321,-0.803922,0.485714,-0.833333,-0.6,-0.736842,-0.860911,-0.91195,-0.815789,-0.909091,-0.902439,0.266667,0,4.0
83,-0.73913,-0.461538,0.111111,-0.746725,-0.824176,-0.811321,-0.542484,0.2,-0.666667,-0.514286,-0.557895,-0.695444,-0.559748,-0.552632,-0.272727,0.463415,-0.666667,-0.2,1.0
84,-0.304348,-0.461538,0,-0.266376,-0.362637,-0.811321,-0.503268,0.0285714,-0.666667,-0.485714,-0.536842,-0.621103,-0.509434,-0.657895,-0.727273,-0.609756,0.133333,0.0666667,3.0
85,0.608696,0.923077,0.833333,-0.336245,-0.912088,-0.849057,0.947712,-1.0,0.833333,0.514286,0.557895,0.952038,0.861635,-0.368421,-0.181818,-0.365854,-0.666667,-0.933333,3.0
86,-0.304348,-0.384615,0.222222,-0.676856,-0.758242,-0.735849,-0.51634,0.0857143,-0.666667,-0.228571,-0.557895,-0.64988,-0.333333,-0.657895,-0.636364,-0.121951,-0.2,0.266667,4.0
87,-0.434783,-0.692308,-0.444444,-0.90393,-0.846154,-0.886792,-0.908497,0.714286,-1.0,-0.6,-0.884211,-0.940048,-0.748428,-0.657895,-0.818182,-0.609756,-0.333333,-0.4,4.0
88,-0.217391,-0.307692,0.222222,-0.0829694,-0.384615,-0.849057,-0.228758,-0.314286,-0.5,-0.428571,-0.378947,-0.371703,-0.345912,-0.736842,-0.727273,-0.414634,0.333333,0.333333,3.0
89,-0.695652,-0.692308,-0.527778,-0.895197,-0.824176,-0.849057,-0.830065,0.6,-0.833333,-0.8,-0.873684,-0.892086,-0.710692,-0.421053,-0.272727,-0.756098,-0.866667,-0.8,1.0
90,0.347826,0.692308,0.861111,0.0305677,-0.538462,-0.660377,0.385621,-0.714286,0.166667,0.571429,0.0736842,0.244604,0.509434,-0.684211,-0.727273,-0.512195,-0.2,0.2,2.0
91,-0.0869565,-0.615385,0.222222,-0.528384,-0.824176,-0.735849,-0.254902,-0.257143,-0.5,-0.657143,-0.305263,-0.410072,-0.421384,-0.736842,-0.181818,-0.268293,-0.0666667,-0.0666667,1.0
92,0.347826,0.461538,0.666667,-0.240175,-0.736264,-0.735849,0.111111,-0.6,0,0.142857,-0.0736842,-0.0431655,0.572327,-0.710526,-0.0909091,-0.512195,0,0.133333,2.0
93,-0.0869565,0.153846,0.305556,-0.49345,-0.626374,-0.698113,-0.411765,-0.0285714,-0.5,0.228571,-0.484211,-0.570743,-0.0314465,-0.578947,-0.636364,-0.268293,-0.466667,-0.0666667,4.0
94,-0.521739,-0.0769231,-0.277778,-0.563319,-0.604396,-0.849057,-0.568627,0.142857,-0.666667,-0.257143,-0.6,-0.693046,-0.144654,-0.631579,-0.818182,-0.853659,-0.466667,-0.533333,3.0
95,0.0434783,0.307692,0.888889,-0.0655022,-0.604396,-0.698113,0.333333,-0.714286,0.166667,0.0857143,0.0736842,0.196643,0.371069,-0.657895,-0.363636,0.414634,-0.2,0.0666667,1.0
96,-0.304348,-0.307692,0.111111,-0.58952,-0.67033,-0.849057,-0.581699,0.142857,-0.666667,-0.4,-0.621053,-0.702638,-0.232704,-0.605263,0.545455,-0.365854,-0.4,-0.466667,2.0
97,-0.434783,-0.230769,-0.222222,-0.580786,-0.67033,-0.811321,-0.503268,0.0285714,-0.666667,-0.314286,-0.484211,-0.633094,-0.308176,-0.578947,-0.636364,-0.560976,-0.2,-0.266667,3.0
98,-0.0434783,0,0.805556,0.00436681,-0.538462,-0.735849,0.163399,-0.6,0,-0.142857,-0.0210526,0.00239808,0.157233,-0.736842,-0.545455,0.853659,0,0.4,1.0
99,-0.391304,-0.153846,-0.305556,-0.825328,-0.802198,-0.849057,-0.51634,0.142857,-0.666667,-0.257143,-0.578947,-0.671463,-0.220126,-0.263158,-0.636364,-0.414634,-0.8,-0.933333,3.0
100,-0.608696,-0.0769231,-0.277778,0.292576,0.736264,0.886792,-0.529412,0.0857143,-0.666667,-0.257143,0.126316,-0.659472,-0.0440252,0.578947,-0.909091,-0.95122,-0.666667,-0.733333,3.0
101,-0.0434783,-0.307692,0.25,-0.388646,-0.582418,-0.735849,-0.464052,0.0285714,-0.666667,-0.257143,-0.6,-0.609113,-0.484277,-0.842105,0,-0.756098,0.333333,0.533333,4.0
102,-0.0869565,-0.307692,-0.222222,-0.598253,-0.626374,-0.811321,-0.79085,0.485714,-0.833333,-0.285714,-0.747368,-0.851319,-0.371069,-0.736842,0.272727,-0.756098,0.0666667,0,4.0
103,-0.173913,-0.615385,-0.444444,-0.772926,-0.67033,-0.886792,-0.973856,0.828571,-1.0,-0.6,-0.947368,-0.976019,-0.647799,-0.657895,0.272727,-0.756098,-0.0666667,-0.133333,4.0
104,0.26087,-0.0769231,0.194444,-0.179039,-0.604396,-0.886792,0.0718954,-0.6,-0.166667,-0.2,0,-0.059952,-0.27044,-0.473684,-1.0,0.317073,0.133333,-0.333333,3.0
105,0.521739,0.538462,0.75,-0.144105,-0.626374,-0.698113,0.411765,-0.771429,0.333333,0.428571,-0.0105263,0.263789,0.320755,-0.631579,0,-0.512195,-0.2,0.2,2.0
106,0.130435,0,0.805556,-0.0829694,-0.626374,-0.660377,0.111111,-0.542857,0,-0.0285714,-0.136842,-0.0623501,-0.371069,-0.842105,-1.0,0.609756,0.2,0.6,1.0
107,-0.478261,-0.538462,0.0277778,-0.58952,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667,-0.542857,-0.515789,-0.647482,-0.698113,-0.631579,-1.0,-0.219512,-0.466667,-0.2,1.0
108,-0.695652,-0.153846,-0.222222,-0.729258,-0.736264,-0.773585,-0.503268,0.0857143,-0.666667,-0.228571,-0.578947,-0.652278,-0.194969,-0.447368,-0.363636,-0.414634,-0.733333,-0.733333,3.0
109,0.130435,0.153846,0.0833333,-0.170306,-0.538462,-0.849057,-0.0457516,-0.485714,-0.166667,0,-0.242105,-0.184652,-0.220126,-0.605263,-0.545455,-0.609756,0.266667,-0.0666667,3.0
110,-0.304348,-0.461538,0.0277778,-0.519651,-0.604396,-0.735849,-0.581699,0.142857,-0.666667,-0.342857,-0.6,-0.688249,-0.572327,-0.710526,-1.0,-0.756098,-0.0666667,0.266667,4.0
111,-0.0869565,0.153846,0.194444,-0.49345,-0.626374,-0.698113,-0.424837,-0.0285714,-0.666667,0,-0.505263,-0.585132,-0.0188679,-0.605263,-0.636364,-0.317073,-0.4,0,4.0
112,-0.826087,-0.615385,-0.0277778,-0.650655,-0.736264,-0.849057,-0.542484,0.142857,-0.666667,-0.6,-0.610526,-0.685851,-0.660377,-0.447368,0.454545,-0.0243902,-0.666667,-0.6,1.0
113,-0.347826,-0.846154,-0.722222,-0.851528,-0.758242,-0.886792,-0.973856,0.885714,-1.0,-0.885714,-0.978947,-0.980815,-0.63522,-0.605263,0.909091,-0.804878,-0.6,-0.6,1.0
114,-0.130435,-0.230769,0.25,-0.746725,-0.846154,-0.698113,-0.437908,0.0285714,-0.666667,0,-0.536842,-0.59952,-0.295597,-0.578947,0.0909091,-0.365854,-0.466667,0,4.0
115,-0.0434783,0.0769231,0.333333,-0.49345,-0.626374,-0.660377,-0.385621,-0.0285714,-0.5,0.114286,-0.515789,-0.551559,-0.0440252,-0.684211,0.0909091,-0.365854,-0.133333,0.133333,4.0
116,0.173913,-0.0769231,0.666667,-0.0829694,-0.604396,-0.773585,0.163399,-0.657143,0,-0.171429,0.0631579,0.0239808,0.00628931,-0.657895,-0.545455,-0.756098,-0.133333,-0.0666667,1.0
117,0.565217,0.538462,0.916667,0.0218341,-0.516484,-0.622642,0.424837,-0.714286,0.333333,0.457143,0.0105263,0.266187,0.295597,-0.657895,0.181818,0.365854,-0.2,0.333333,2.0
118,-0.478261,-0.230769,-0.333333,-0.790393,-0.802198,-0.773585,-0.503268,0.142857,-0.666667,-0.257143,-0.6,-0.664269,-0.194969,-0.394737,-0.181818,-0.317073,-0.733333,-0.8,3.0
119,-0.130435,0.230769,0.0833333,-0.336245,-0.604396,-0.811321,-0.202614,-0.371429,-0.333333,0.142857,-0.378947,-0.330935,0.0691824,-0.710526,-0.545455,-0.512195,0.4,0.4,3.0
120,-0.304348,-0.692308,-0.611111,-0.868996,-0.868132,-0.886792,-0.712418,0.371429,-0.833333,-0.742857,-0.778947,-0.803357,-0.534591,-0.473684,0.454545,-0.317073,-0.466667,-0.733333,2.0
121,-0.26087,0.153846,0.0555556,-0.668122,-0.736264,-0.660377,-0.372549,-0.0285714,-0.5,0.2,-0.547368,-0.553957,-0.0440252,-0.552632,-0.0909091,-0.463415,-0.533333,-0.266667,4.0
122,-0.173913,-0.461538,0.166667,-0.484716,-0.648352,-0.735849,-0.555556,0.0857143,-0.666667,-0.371429,-0.631579,-0.676259,-0.647799,-0.868421,-0.181818,-1.0,0.533333,0.666667,4.0
123,-0.26087,-0.769231,-0.527778,-0.772926,-0.78022,-0.849057,-0.882353,0.714286,-1.0,-0.742857,-0.926316,-0.923261,-0.710692,-0.763158,1.0,0.121951,-0.0666667,-0.0666667,2.0
124,-0.478261,-0.0769231,-0.138889,-0.598253,-0.648352,-0.773585,-0.594771,0.142857,-0.666667,-0.171429,-0.568421,-0.705036,-0.119497,-0.657895,-0.818182,-0.853659,-0.266667,0,4.0
125,-0.26087,0,0.111111,-0.659389,-0.67033,-0.660377,-0.385621,-0.0285714,-0.5,0.0857143,-0.589474,-0.563549,-0.0314465,-0.605263,0.545455,-0.658537,-0.4,-0.2,4.0
126,-0.304348,-0.307692,-0.166667,-0.615721,-0.67033,-0.811321,-0.542484,0.0857143,-0.666667,-0.285714,-0.515789,-0.666667,-0.446541,-0.552632,-0.818182,-0.707317,-0.333333,-0.466667,3.0
